$Date,$Time,SCA131TE402PV,SCA141TE402PV,SCA151TE402PV,SCA161TE402PV,SCA171TE402PV,SCA181TE402PV
10/01/25,00:43:47,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:44:24,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:45:01,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:45:38,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:46:15,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:46:52,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:47:29,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:48:06,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:48:43,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:49:20,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:49:57,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:50:34,35.1,34.8,36.1,35.9,35.1,65.7
10/01/25,00:51:11,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:51:48,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:52:25,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:53:02,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:53:39,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:54:16,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:54:53,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:55:30,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:56:07,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:56:44,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:57:21,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:57:58,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:58:35,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:59:12,35.1,34.8,36.1,35.9,35,65.6
10/01/25,00:59:49,35.1,34.8,36.1,35.9,35,65.6
10/01/25,01:00:26,35.1,34.8,36.1,35.9,35,65.6
10/01/25,01:01:03,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:01:40,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:02:17,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:02:54,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:03:31,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:04:08,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:04:45,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:05:22,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:05:59,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:06:36,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:07:13,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:07:50,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:08:27,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:09:04,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:09:41,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:10:18,35.1,34.7,36.1,35.8,35,65.6
10/01/25,01:10:55,35,34.7,36.1,35.8,35,65.6
10/01/25,01:11:32,35,34.7,36.1,35.8,35,65.6
10/01/25,01:12:09,35,34.7,36.1,35.8,35,65.6
10/01/25,01:12:46,35,34.7,36.1,35.8,35,65.6
10/01/25,01:13:23,35,34.7,36.1,35.8,35,65.6
10/01/25,01:14:00,35,34.7,36.1,35.8,35,65.6
10/01/25,01:14:37,35,34.7,36.1,35.8,35,65.6
10/01/25,01:15:14,35,34.7,36.1,35.8,35,65.6
10/01/25,01:15:51,35,34.7,36.1,35.8,35,65.6
10/01/25,01:16:28,35,34.7,36.1,35.8,35,65.6
10/01/25,01:17:05,35,34.7,36.1,35.8,35,65.6
10/01/25,01:17:42,35,34.7,36.1,35.8,35,65.6
10/01/25,01:18:19,35,34.7,36.1,35.8,35,65.6
10/01/25,01:18:56,35,34.7,36.1,35.8,35,65.6
10/01/25,01:19:33,35,34.7,36.1,35.8,35,65.6
10/01/25,01:20:10,35,34.7,36.1,35.8,35,65.6
10/01/25,01:20:47,35,34.7,36.1,35.8,35,65.6
10/01/25,01:21:24,35,34.7,36,35.8,35,65.6
10/01/25,01:22:01,35,34.7,36,35.8,35,65.6
10/01/25,01:22:38,35,34.7,36,35.8,35,65.6
10/01/25,01:23:15,35,34.7,36,35.8,35,65.6
10/01/25,01:23:52,35,34.7,36,35.8,35,65.6
10/01/25,01:24:29,35,34.7,36,35.8,35,65.6
10/01/25,01:25:06,35,34.7,36,35.8,35,65.6
10/01/25,01:25:43,35,34.7,36,35.8,35,65.6
10/01/25,01:26:20,35,34.7,36,35.8,35,65.6
10/01/25,01:26:57,35,34.7,36,35.8,35,65.6
10/01/25,01:27:34,35,34.7,36,35.8,35,65.6
10/01/25,01:28:11,35,34.7,36,35.8,35,65.6
10/01/25,01:28:48,35,34.7,36,35.8,35,65.6
10/01/25,01:29:25,35,34.7,36,35.8,35,65.6
10/01/25,01:30:02,35,34.7,36,35.8,35,65.6
10/01/25,01:30:39,35,34.7,36,35.8,35,65.6
10/01/25,01:31:16,35,34.6,36,35.8,35,65.6
10/01/25,01:31:53,35,34.6,36,35.8,35,65.6
10/01/25,01:32:30,35,34.6,36,35.8,35,65.6
10/01/25,01:33:07,35,34.6,36,35.8,35,65.6
10/01/25,01:33:44,35,34.6,36,35.8,35,65.6
10/01/25,01:34:21,35,34.6,36,35.8,35,65.6
10/01/25,01:34:58,35,34.6,36,35.8,35,65.6
10/01/25,01:35:35,35,34.6,36,35.8,35,65.6
10/01/25,01:36:12,35,34.6,36,35.8,35,65.6
10/01/25,01:36:49,35,34.6,36,35.8,35,65.6
10/01/25,01:37:26,35,34.6,36,35.8,35,65.6
10/01/25,01:38:03,35,34.6,36,35.8,35,65.6
10/01/25,01:38:40,35,34.6,36,35.8,35,65.6
10/01/25,01:39:17,35,34.6,36,35.8,35,65.6
10/01/25,01:39:54,35,34.6,36,35.8,35,65.6
10/01/25,01:40:31,35,34.6,36,35.8,35,65.6
10/01/25,01:41:08,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:41:45,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:42:22,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:42:59,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:43:36,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:44:13,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:44:50,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:45:27,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:46:04,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:46:41,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:47:18,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:47:55,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:48:32,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:49:09,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:49:46,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:50:23,34.9,34.6,36,35.8,34.9,65.6
10/01/25,01:51:00,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:51:37,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:52:14,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:52:51,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:53:28,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:54:05,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:54:42,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:55:19,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:55:56,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:56:33,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:57:10,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:57:47,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:58:24,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:59:01,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,01:59:38,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,02:00:15,34.9,34.5,35.9,35.8,34.9,65.5
10/01/25,02:00:52,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:01:29,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:02:06,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:02:43,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:03:20,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:03:57,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:04:34,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:05:11,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:05:48,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:06:25,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:07:02,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:07:39,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:08:16,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:08:53,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:09:30,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:10:07,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:10:44,34.9,34.5,36,35.7,34.9,65.6
10/01/25,02:11:21,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:11:58,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:12:35,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:13:12,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:13:49,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:14:26,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:15:03,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:15:40,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:16:17,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:16:54,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:17:31,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:18:08,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:18:45,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:19:22,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:19:59,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:20:36,34.9,34.5,35.9,35.7,34.9,65.5
10/01/25,02:21:13,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:21:50,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:22:27,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:23:04,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:23:41,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:24:18,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:24:55,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:25:32,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:26:09,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:26:46,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:27:23,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:28:00,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:28:37,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:29:14,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:29:51,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:30:28,34.8,34.5,35.8,35.7,34.9,65.5
10/01/25,02:31:05,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:31:42,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:32:19,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:32:56,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:33:33,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:34:10,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:34:47,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:35:24,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:36:01,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:36:38,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:37:15,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:37:52,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:38:29,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:39:06,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:39:43,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:40:20,34.8,34.4,35.9,35.6,34.8,65.5
10/01/25,02:40:57,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:41:34,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:42:11,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:42:48,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:43:25,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:44:02,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:44:39,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:45:16,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:45:53,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:46:30,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:47:07,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:47:44,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:48:21,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:48:58,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:49:35,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:50:12,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:50:49,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:51:26,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:52:03,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:52:40,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:53:17,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:53:54,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:54:31,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:55:08,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:55:45,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:56:22,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:56:59,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:57:36,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:58:13,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:58:50,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,02:59:27,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:00:04,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:00:41,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:01:18,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:01:55,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:02:32,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:03:09,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:03:46,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:04:23,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:05:00,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:05:37,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:06:14,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:06:51,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:07:28,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:08:05,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:08:42,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:09:19,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:09:56,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:10:33,34.8,34.4,35.8,35.6,34.8,65.5
10/01/25,03:11:10,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:11:47,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:12:24,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:13:01,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:13:38,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:14:15,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:14:52,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:15:29,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:16:06,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:16:43,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:17:20,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:17:57,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:18:34,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:19:11,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:19:48,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:20:25,34.8,34.3,35.8,35.5,34.7,65.5
10/01/25,03:21:02,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:21:39,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:22:16,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:22:53,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:23:30,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:24:07,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:24:44,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:25:21,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:25:58,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:26:35,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:27:12,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:27:49,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:28:26,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:29:03,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:29:40,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:30:17,34.7,34.3,35.7,35.5,34.7,65.5
10/01/25,03:30:54,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:31:31,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:32:08,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:32:45,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:33:22,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:33:59,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:34:36,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:35:13,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:35:50,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:36:27,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:37:04,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:37:41,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:38:18,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:38:55,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:39:32,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:40:09,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:40:46,34.7,34.3,35.7,35.5,34.7,65.4
10/01/25,03:41:23,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:42:00,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:42:37,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:43:14,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:43:51,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:44:28,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:45:05,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:45:42,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:46:19,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:46:56,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:47:33,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:48:10,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:48:47,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:49:24,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:50:01,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:50:38,34.7,34.2,35.7,35.5,34.7,65.4
10/01/25,03:51:15,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:51:52,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:52:29,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:53:06,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:53:43,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:54:20,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:54:57,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:55:34,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:56:11,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:56:48,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:57:25,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:58:02,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:58:39,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:59:16,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,03:59:53,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,04:00:30,34.7,34.2,35.6,35.5,34.7,65.4
10/01/25,04:01:07,34.7,34.2,35.6,35.4,34.6,65.4
10/01/25,04:01:44,34.7,34.2,35.6,35.4,34.6,65.4
10/01/25,04:02:21,34.7,34.2,35.6,35.4,34.6,65.4
10/01/25,04:02:58,34.7,34.2,35.6,35.4,34.6,65.4
10/01/25,04:03:35,34.7,34.2,35.6,35.4,34.6,65.4
10/01/25,04:04:12,34.7,34.2,35.6,35.4,34.6,65.4
10/01/25,04:04:49,34.7,34.2,35.6,35.4,34.6,65.4
10/01/25,04:05:26,34.7,34.2,35.6,35.4,34.6,65.4
